recording_id,segment_id,start_sec,end_sec,disfluency_type,evidence,segment_text,clip_path
238123,0,1.06,12.04,filler,तो,तो मैंने अ परिवार में उसके बारे में बताया कि मैं ये नौकरी छोड़ रहा हूं क्योंकि उसने मैं काफी समय से वर्क कर रहा था,data_q2_disfluency/clips/238123_seg0.wav
238123,1,14.86,29.71,filler,आ,तो मैंने परिवार को उसके बारे मे जानकारी दी लेकिन आ परिवार में सहमत नहीं हो रहे थे कह रहे थे कि अभी और करो लेकिन मुझे अ अगले जॉब में जाना था तो मुझे वो नोकरी छोड़नी पड़ी,data_q2_disfluency/clips/238123_seg1.wav
238123,1,14.86,29.71,filler,अ,तो मैंने परिवार को उसके बारे मे जानकारी दी लेकिन आ परिवार में सहमत नहीं हो रहे थे कह रहे थे कि अभी और करो लेकिन मुझे अ अगले जॉब में जाना था तो मुझे वो नोकरी छोड़नी पड़ी,data_q2_disfluency/clips/238123_seg1.wav
238123,1,14.86,29.71,filler,तो,तो मैंने परिवार को उसके बारे मे जानकारी दी लेकिन आ परिवार में सहमत नहीं हो रहे थे कह रहे थे कि अभी और करो लेकिन मुझे अ अगले जॉब में जाना था तो मुझे वो नोकरी छोड़नी पड़ी,data_q2_disfluency/clips/238123_seg1.wav
238123,1,14.86,29.71,filler,तो,तो मैंने परिवार को उसके बारे मे जानकारी दी लेकिन आ परिवार में सहमत नहीं हो रहे थे कह रहे थे कि अभी और करो लेकिन मुझे अ अगले जॉब में जाना था तो मुझे वो नोकरी छोड़नी पड़ी,data_q2_disfluency/clips/238123_seg1.wav
238123,2,29.95,36.16,repetition,साथ (x2),और साथ साथ में अपने जो हमारे बॉस होते थे उनको भी इसके बारे में जानकारी दी,data_q2_disfluency/clips/238123_seg2.wav
238123,3,39.07,44.26,repetition,जी (x2),जी जी तो आप अगले कैरियर के कदम में क्या योजना बना रही है,data_q2_disfluency/clips/238123_seg3.wav
238123,5,60.58,74.38,filler,अ,"जी, अभी तो मैं नई जॉब की तलाश में हू और मुझे मिल भी गई है, है ना, हा बाकि जो मेरी पुरानी नौकरी थी, उससे मैंने अ काफी कुछ सीखा",data_q2_disfluency/clips/238123_seg5.wav
238123,6,74.53,88.06,filler,हाँ,तीन से चार सालो का समय दिया मैने उसमें और काफी कुछ शीशा उस में कुछ खट्टी यादें और मीठी यादें भी थी है ना हाँ तो थोड़ा अ थोड़ा सा मुझे जॉब छोड़ने का दुख भी हुआ,data_q2_disfluency/clips/238123_seg6.wav
238123,6,74.53,88.06,filler,अ,तीन से चार सालो का समय दिया मैने उसमें और काफी कुछ शीशा उस में कुछ खट्टी यादें और मीठी यादें भी थी है ना हाँ तो थोड़ा अ थोड़ा सा मुझे जॉब छोड़ने का दुख भी हुआ,data_q2_disfluency/clips/238123_seg6.wav
238123,7,88.9,102.94,filler,अ,लेकिन अ आगे बढ़ना है तो कुछ और नई चीज़ें सीखने के लिए वो जॉब छोड़नी पड़ी और हालांकि जो नई जॉब मिली है वो भी अच्छी जॉब है,data_q2_disfluency/clips/238123_seg7.wav
238123,8,104.59,119.26,filler,अ,उसी ही फिल्ड में हमको मिली है हे न तो मैंने हा मैंने अपने दोस्तों के साथ परिवार के साथ ये सारे विचार रखे तो बड़े खुश हुए कि नहीं नही सही है कि आप अ दूसरे जॉब में और ।,data_q2_disfluency/clips/238123_seg8.wav
238123,9,119.59,133.21,repetition,है (x2),और अच्छी ग्रोथ करेंगे है ना जो आपको नया मौका मिला है जो नई चुनौतियां मिली है है ना उसको और कैसे अच्छे से हैंडल किया जाए ये सारी चीजें मैंने शेयर की,data_q2_disfluency/clips/238123_seg9.wav
238123,10,134.17,145.84,filler,अ,और अ अब जो आगे आने वाली चुनौतियां हैं उसका भी इंतजार कर रहे हैं कि क्या क्या कैसे डिफिकल्टीज होंगी और भी जैसे नौकरी छोड़ने के बाद,data_q2_disfluency/clips/238123_seg10.wav
238123,10,134.17,145.84,repetition,क्या (x2),और अ अब जो आगे आने वाली चुनौतियां हैं उसका भी इंतजार कर रहे हैं कि क्या क्या कैसे डिफिकल्टीज होंगी और भी जैसे नौकरी छोड़ने के बाद,data_q2_disfluency/clips/238123_seg10.wav
238123,11,145.93,160.45,filler,आ,तो नौकरी छोड़ने के बाद सबसे बड़ी दिक्कत होती है कि आह पैसे की हे ना जैसे आह परिवार जैस परिवार अगर आपके ऊपर डिपेंड है तो पैसे की वजह से कुछ न कुछ दिक्कत आ जाती हैं,data_q2_disfluency/clips/238123_seg11.wav
238123,11,145.93,160.45,filler,तो,तो नौकरी छोड़ने के बाद सबसे बड़ी दिक्कत होती है कि आह पैसे की हे ना जैसे आह परिवार जैस परिवार अगर आपके ऊपर डिपेंड है तो पैसे की वजह से कुछ न कुछ दिक्कत आ जाती हैं,data_q2_disfluency/clips/238123_seg11.wav
238123,11,145.93,160.45,filler,तो,तो नौकरी छोड़ने के बाद सबसे बड़ी दिक्कत होती है कि आह पैसे की हे ना जैसे आह परिवार जैस परिवार अगर आपके ऊपर डिपेंड है तो पैसे की वजह से कुछ न कुछ दिक्कत आ जाती हैं,data_q2_disfluency/clips/238123_seg11.wav
238123,13,172.84,186.94,filler,हाँ,"हाँ हाँ, लेकिन इसके बारे में मैंने परिवार से बात की और परिवार का बड़ा सहयोग रहा और दोस्तों का भी बड़ा सहयोग रहा, इस बारे में, हैना कुछ दिक्कते तो जरूर आए, लेकिन हाँ,",data_q2_disfluency/clips/238123_seg13.wav
238123,13,172.84,186.94,filler,हाँ,"हाँ हाँ, लेकिन इसके बारे में मैंने परिवार से बात की और परिवार का बड़ा सहयोग रहा और दोस्तों का भी बड़ा सहयोग रहा, इस बारे में, हैना कुछ दिक्कते तो जरूर आए, लेकिन हाँ,",data_q2_disfluency/clips/238123_seg13.wav
238123,13,172.84,186.94,filler,हाँ,"हाँ हाँ, लेकिन इसके बारे में मैंने परिवार से बात की और परिवार का बड़ा सहयोग रहा और दोस्तों का भी बड़ा सहयोग रहा, इस बारे में, हैना कुछ दिक्कते तो जरूर आए, लेकिन हाँ,",data_q2_disfluency/clips/238123_seg13.wav
238123,15,201.7,214.66,filler,हूं,जो आने वाले समय में जो नौकरी करने जा रहे हैं तो उसमें जो मौके मिलेंगे उसको मैं पूरी तरह से भुनाना चाहता हूं,data_q2_disfluency/clips/238123_seg15.wav
238123,16,217.0,231.76,filler,अ,और जो अपने जो अ प्रीवियस इयर की जो जॉब थी हमारी तो उससे जो मैंने कुछ सीखा है हो सकता है वहाँ पे मैं अ और भी बेटर कुछ और भी चीज़े सीख पाऊं और जो हमारा जो।,data_q2_disfluency/clips/238123_seg16.wav
238123,16,217.0,231.76,filler,अ,और जो अपने जो अ प्रीवियस इयर की जो जॉब थी हमारी तो उससे जो मैंने कुछ सीखा है हो सकता है वहाँ पे मैं अ और भी बेटर कुछ और भी चीज़े सीख पाऊं और जो हमारा जो।,data_q2_disfluency/clips/238123_seg16.wav
238123,19,275.35,281.44,repetition,जी (x4),जी जी जी जी हुँ हु,data_q2_disfluency/clips/238123_seg19.wav
238123,20,287.41,300.52,filler,हम्मम,हम्मम हम्म जी जी हम्म हम्म जी हां नौकरी आदमी तभी छोड़ता है जब उसको उसमें मजा नहीं आता काम में,data_q2_disfluency/clips/238123_seg20.wav
238123,20,287.41,300.52,filler,हम्म,हम्मम हम्म जी जी हम्म हम्म जी हां नौकरी आदमी तभी छोड़ता है जब उसको उसमें मजा नहीं आता काम में,data_q2_disfluency/clips/238123_seg20.wav
238123,20,287.41,300.52,filler,हम्म,हम्मम हम्म जी जी हम्म हम्म जी हां नौकरी आदमी तभी छोड़ता है जब उसको उसमें मजा नहीं आता काम में,data_q2_disfluency/clips/238123_seg20.wav
238123,20,287.41,300.52,filler,हम्म,हम्मम हम्म जी जी हम्म हम्म जी हां नौकरी आदमी तभी छोड़ता है जब उसको उसमें मजा नहीं आता काम में,data_q2_disfluency/clips/238123_seg20.wav
238123,20,287.41,300.52,filler,हां,हम्मम हम्म जी जी हम्म हम्म जी हां नौकरी आदमी तभी छोड़ता है जब उसको उसमें मजा नहीं आता काम में,data_q2_disfluency/clips/238123_seg20.wav
238123,20,287.41,300.52,repetition,जी (x2),हम्मम हम्म जी जी हम्म हम्म जी हां नौकरी आदमी तभी छोड़ता है जब उसको उसमें मजा नहीं आता काम में,data_q2_disfluency/clips/238123_seg20.wav
238123,20,287.41,300.52,repetition,हम्म (x2),हम्मम हम्म जी जी हम्म हम्म जी हां नौकरी आदमी तभी छोड़ता है जब उसको उसमें मजा नहीं आता काम में,data_q2_disfluency/clips/238123_seg20.wav
238123,21,301.93,315.55,filler,हाँ,"हाँ ,या तो उसको आ ग्रोथ नहीं दिखती है तो आदमी को नौकरी छोड़ना पड़ता है और वही सेम सिचुएशन मेरे भी साथ रही कि मुझे आगे ग्रोथ नहीं दिख रही थी और मुझे उस काम में कम मजा",data_q2_disfluency/clips/238123_seg21.wav
238123,21,301.93,315.55,filler,आ,"हाँ ,या तो उसको आ ग्रोथ नहीं दिखती है तो आदमी को नौकरी छोड़ना पड़ता है और वही सेम सिचुएशन मेरे भी साथ रही कि मुझे आगे ग्रोथ नहीं दिख रही थी और मुझे उस काम में कम मजा",data_q2_disfluency/clips/238123_seg21.wav
238123,22,315.55,318.58,filler,आ,आ कम मन लग रहा था तो मुझे वो नौकरी छोड़नी पड़ी,data_q2_disfluency/clips/238123_seg22.wav
238123,23,320.59,332.17,filler,अ,है ना अ थोड़ी बहुत हूं थोड़ी बहुत कुछ दिन में दिक्कते भी हुई जैसे अ नौकरी छोड़ने के बाद मेरे पास एक से दो महीने तक कोई काम नहीं था.,data_q2_disfluency/clips/238123_seg23.wav
238123,23,320.59,332.17,filler,हूं,है ना अ थोड़ी बहुत हूं थोड़ी बहुत कुछ दिन में दिक्कते भी हुई जैसे अ नौकरी छोड़ने के बाद मेरे पास एक से दो महीने तक कोई काम नहीं था.,data_q2_disfluency/clips/238123_seg23.wav
238123,23,320.59,332.17,filler,अ,है ना अ थोड़ी बहुत हूं थोड़ी बहुत कुछ दिन में दिक्कते भी हुई जैसे अ नौकरी छोड़ने के बाद मेरे पास एक से दो महीने तक कोई काम नहीं था.,data_q2_disfluency/clips/238123_seg23.wav
238123,24,332.2,346.96,filler,आ,उसके बाद जितनी भी मेरी सेविंग थी वो सारी लगभग खत्म हो चुकी थी तो दिक्कतें काफी ज्यादा आ रही थी लेकिन मैंने अ सही जॉब सही जॉब के लिए मैंने योजना बनाई।,data_q2_disfluency/clips/238123_seg24.wav
238123,24,332.2,346.96,filler,अ,उसके बाद जितनी भी मेरी सेविंग थी वो सारी लगभग खत्म हो चुकी थी तो दिक्कतें काफी ज्यादा आ रही थी लेकिन मैंने अ सही जॉब सही जॉब के लिए मैंने योजना बनाई।,data_q2_disfluency/clips/238123_seg24.wav
238123,27,370.57,385.33,filler,आ,ह ना जी जी जी और बाकी जो चुनौतियां आएंगी आ गई नई जॉब में उसको स्वीकार करेंगे क्या क्या चुनौतियां आएंगी कैसे करना हैं और जो अपना पुराना एक्सपीरियंस हैं उस नई जॉब में अ यूज करेंगे।,data_q2_disfluency/clips/238123_seg27.wav
238123,27,370.57,385.33,filler,अ,ह ना जी जी जी और बाकी जो चुनौतियां आएंगी आ गई नई जॉब में उसको स्वीकार करेंगे क्या क्या चुनौतियां आएंगी कैसे करना हैं और जो अपना पुराना एक्सपीरियंस हैं उस नई जॉब में अ यूज करेंगे।,data_q2_disfluency/clips/238123_seg27.wav
238123,27,370.57,385.33,repetition,जी (x3),ह ना जी जी जी और बाकी जो चुनौतियां आएंगी आ गई नई जॉब में उसको स्वीकार करेंगे क्या क्या चुनौतियां आएंगी कैसे करना हैं और जो अपना पुराना एक्सपीरियंस हैं उस नई जॉब में अ यूज करेंगे।,data_q2_disfluency/clips/238123_seg27.wav
238123,27,370.57,385.33,repetition,क्या (x2),ह ना जी जी जी और बाकी जो चुनौतियां आएंगी आ गई नई जॉब में उसको स्वीकार करेंगे क्या क्या चुनौतियां आएंगी कैसे करना हैं और जो अपना पुराना एक्सपीरियंस हैं उस नई जॉब में अ यूज करेंगे।,data_q2_disfluency/clips/238123_seg27.wav
238123,29,392.56,396.88,repetition,जी (x2),जी जी,data_q2_disfluency/clips/238123_seg29.wav
238123,29,392.56,396.88,hesitation,जी जी,जी जी,data_q2_disfluency/clips/238123_seg29.wav
238123,30,401.86,402.55,filler,हां,हां हां,data_q2_disfluency/clips/238123_seg30.wav
238123,30,401.86,402.55,filler,हां,हां हां,data_q2_disfluency/clips/238123_seg30.wav
238123,30,401.86,402.55,repetition,हां (x2),हां हां,data_q2_disfluency/clips/238123_seg30.wav
238123,30,401.86,402.55,hesitation,हां हां,हां हां,data_q2_disfluency/clips/238123_seg30.wav
238123,31,407.2,407.98,repetition,जी (x2),जी जी,data_q2_disfluency/clips/238123_seg31.wav
238123,31,407.2,407.98,hesitation,जी जी,जी जी,data_q2_disfluency/clips/238123_seg31.wav
238123,32,412.54,413.74,filler,हम्म,हम्म हम्म,data_q2_disfluency/clips/238123_seg32.wav
238123,32,412.54,413.74,filler,हम्म,हम्म हम्म,data_q2_disfluency/clips/238123_seg32.wav
238123,32,412.54,413.74,repetition,हम्म (x2),हम्म हम्म,data_q2_disfluency/clips/238123_seg32.wav
238123,33,417.97,419.41,repetition,जी (x4),जी जी जी जी,data_q2_disfluency/clips/238123_seg33.wav
238123,34,422.65,436.84,filler,हा,हा हा हा वो एक एक्सपीरियंस होता है ना वो अगले कंपनी में ही काम आता है जी जी चलिए ठीक है आपसे बात करके अच्छा लगा,data_q2_disfluency/clips/238123_seg34.wav
238123,34,422.65,436.84,filler,हा,हा हा हा वो एक एक्सपीरियंस होता है ना वो अगले कंपनी में ही काम आता है जी जी चलिए ठीक है आपसे बात करके अच्छा लगा,data_q2_disfluency/clips/238123_seg34.wav
238123,34,422.65,436.84,filler,हा,हा हा हा वो एक एक्सपीरियंस होता है ना वो अगले कंपनी में ही काम आता है जी जी चलिए ठीक है आपसे बात करके अच्छा लगा,data_q2_disfluency/clips/238123_seg34.wav
238123,34,422.65,436.84,repetition,हा (x3),हा हा हा वो एक एक्सपीरियंस होता है ना वो अगले कंपनी में ही काम आता है जी जी चलिए ठीक है आपसे बात करके अच्छा लगा,data_q2_disfluency/clips/238123_seg34.wav
238123,34,422.65,436.84,repetition,जी (x2),हा हा हा वो एक एक्सपीरियंस होता है ना वो अगले कंपनी में ही काम आता है जी जी चलिए ठीक है आपसे बात करके अच्छा लगा,data_q2_disfluency/clips/238123_seg34.wav
239492,0,15.43,18.13,repetition,हम (x2),हम हम,data_q2_disfluency/clips/239492_seg0.wav
239492,1,26.83,30.43,filler,आ,थोड़ा आपका आवाज किलियर नहीं आ रहा है,data_q2_disfluency/clips/239492_seg1.wav
239492,2,33.82,47.32,filler,हां,हां हां बोलिए पड़ोसियों से मिलकर अपना परिचय देना हां हां आप सुन पा रहे है हां अब परफैक्ट है,data_q2_disfluency/clips/239492_seg2.wav
239492,2,33.82,47.32,filler,हां,हां हां बोलिए पड़ोसियों से मिलकर अपना परिचय देना हां हां आप सुन पा रहे है हां अब परफैक्ट है,data_q2_disfluency/clips/239492_seg2.wav
239492,2,33.82,47.32,filler,हां,हां हां बोलिए पड़ोसियों से मिलकर अपना परिचय देना हां हां आप सुन पा रहे है हां अब परफैक्ट है,data_q2_disfluency/clips/239492_seg2.wav
239492,2,33.82,47.32,filler,हां,हां हां बोलिए पड़ोसियों से मिलकर अपना परिचय देना हां हां आप सुन पा रहे है हां अब परफैक्ट है,data_q2_disfluency/clips/239492_seg2.wav
239492,2,33.82,47.32,filler,हां,हां हां बोलिए पड़ोसियों से मिलकर अपना परिचय देना हां हां आप सुन पा रहे है हां अब परफैक्ट है,data_q2_disfluency/clips/239492_seg2.wav
239492,2,33.82,47.32,repetition,हां (x2),हां हां बोलिए पड़ोसियों से मिलकर अपना परिचय देना हां हां आप सुन पा रहे है हां अब परफैक्ट है,data_q2_disfluency/clips/239492_seg2.wav
239492,2,33.82,47.32,repetition,हां (x2),हां हां बोलिए पड़ोसियों से मिलकर अपना परिचय देना हां हां आप सुन पा रहे है हां अब परफैक्ट है,data_q2_disfluency/clips/239492_seg2.wav
239492,6,82.18,96.34,filler,हां,"हां हां पास की दुकानों पार्कों और कैफे को देखना अगल बगल के जो भी दुकान गन है जो अगल में क्या मिल रहा है, नहीं मिल रहा है इसके।",data_q2_disfluency/clips/239492_seg6.wav
239492,6,82.18,96.34,filler,हां,"हां हां पास की दुकानों पार्कों और कैफे को देखना अगल बगल के जो भी दुकान गन है जो अगल में क्या मिल रहा है, नहीं मिल रहा है इसके।",data_q2_disfluency/clips/239492_seg6.wav
239492,6,82.18,96.34,repetition,हां (x2),"हां हां पास की दुकानों पार्कों और कैफे को देखना अगल बगल के जो भी दुकान गन है जो अगल में क्या मिल रहा है, नहीं मिल रहा है इसके।",data_q2_disfluency/clips/239492_seg6.wav
239492,7,96.34,109.06,filler,हां,इसके बारे में भी जानकारी इकठ्ठा कर लेना अगर हम नए मोहल्ले में जा रहे हैं अगर हां कि कहां क्या मिल रहा है आखिकार मेरा गैस खत्म हो जाएगा तो हमें कौन सा,data_q2_disfluency/clips/239492_seg7.wav
239492,8,109.27,122.98,filler,अ,अगल बगल का दुकान में गैस मेरा फिल कर पाएगा ऐसे भर पाएगा अ और नए घर को सेट करना तो अपने घर को जितना अच्छा से हम बना के रखेंगे अह उत्त,data_q2_disfluency/clips/239492_seg8.wav
239492,9,122.98,137.77,filler,हां,नहीं अच्छा होगा हमारे लिए कि हां हां हां कौन समान कहां रखना बेड तैयार करना कपड़े को एडजेस्ट करना किचन को तैयार करना मसाले को मसाले के डब्बा में रखना,data_q2_disfluency/clips/239492_seg9.wav
239492,9,122.98,137.77,filler,हां,नहीं अच्छा होगा हमारे लिए कि हां हां हां कौन समान कहां रखना बेड तैयार करना कपड़े को एडजेस्ट करना किचन को तैयार करना मसाले को मसाले के डब्बा में रखना,data_q2_disfluency/clips/239492_seg9.wav
239492,9,122.98,137.77,filler,हां,नहीं अच्छा होगा हमारे लिए कि हां हां हां कौन समान कहां रखना बेड तैयार करना कपड़े को एडजेस्ट करना किचन को तैयार करना मसाले को मसाले के डब्बा में रखना,data_q2_disfluency/clips/239492_seg9.wav
239492,9,122.98,137.77,repetition,हां (x3),नहीं अच्छा होगा हमारे लिए कि हां हां हां कौन समान कहां रखना बेड तैयार करना कपड़े को एडजेस्ट करना किचन को तैयार करना मसाले को मसाले के डब्बा में रखना,data_q2_disfluency/clips/239492_seg9.wav
239492,11,150.04,157.63,filler,हाँ,हाँ हाँ हां सही बोलें,data_q2_disfluency/clips/239492_seg11.wav
239492,11,150.04,157.63,filler,हाँ,हाँ हाँ हां सही बोलें,data_q2_disfluency/clips/239492_seg11.wav
239492,11,150.04,157.63,filler,हां,हाँ हाँ हां सही बोलें,data_q2_disfluency/clips/239492_seg11.wav
239492,11,150.04,157.63,repetition,हाँ (x2),हाँ हाँ हां सही बोलें,data_q2_disfluency/clips/239492_seg11.wav
239492,12,164.32,167.32,filler,हा,हा और,data_q2_disfluency/clips/239492_seg12.wav
239492,13,172.36,175.3,filler,तो,तो ही बोला और अगर,data_q2_disfluency/clips/239492_seg13.wav
239492,14,178.09,191.92,filler,हां,"हां हां अगर अगर हमारा अं नए घर बन रहे हैं, मकान बन रहे हैं, तो गृह प्रवेश कराना एक रीति रिवाज है, जो अं सभी के यहां होता है, तो वो भी हम करा सकते हैं",data_q2_disfluency/clips/239492_seg14.wav
239492,14,178.09,191.92,filler,हां,"हां हां अगर अगर हमारा अं नए घर बन रहे हैं, मकान बन रहे हैं, तो गृह प्रवेश कराना एक रीति रिवाज है, जो अं सभी के यहां होता है, तो वो भी हम करा सकते हैं",data_q2_disfluency/clips/239492_seg14.wav
239492,14,178.09,191.92,filler,अं,"हां हां अगर अगर हमारा अं नए घर बन रहे हैं, मकान बन रहे हैं, तो गृह प्रवेश कराना एक रीति रिवाज है, जो अं सभी के यहां होता है, तो वो भी हम करा सकते हैं",data_q2_disfluency/clips/239492_seg14.wav
239492,14,178.09,191.92,filler,अं,"हां हां अगर अगर हमारा अं नए घर बन रहे हैं, मकान बन रहे हैं, तो गृह प्रवेश कराना एक रीति रिवाज है, जो अं सभी के यहां होता है, तो वो भी हम करा सकते हैं",data_q2_disfluency/clips/239492_seg14.wav
239492,14,178.09,191.92,repetition,हां (x2),"हां हां अगर अगर हमारा अं नए घर बन रहे हैं, मकान बन रहे हैं, तो गृह प्रवेश कराना एक रीति रिवाज है, जो अं सभी के यहां होता है, तो वो भी हम करा सकते हैं",data_q2_disfluency/clips/239492_seg14.wav
239492,14,178.09,191.92,repetition,अगर (x2),"हां हां अगर अगर हमारा अं नए घर बन रहे हैं, मकान बन रहे हैं, तो गृह प्रवेश कराना एक रीति रिवाज है, जो अं सभी के यहां होता है, तो वो भी हम करा सकते हैं",data_q2_disfluency/clips/239492_seg14.wav
239492,15,192.04,206.95,filler,अं,उसमें ब तमाम मेहमान ज अं को निमंत्रण करना एं या बुलाना उस पार्टी में गृह प्रवेस में खिलाना कि देखिये हम नया मकान या या नए मोहल्ले में सिफ्ट हुए हैं ।,data_q2_disfluency/clips/239492_seg15.wav
239492,15,192.04,206.95,repetition,या (x2),उसमें ब तमाम मेहमान ज अं को निमंत्रण करना एं या बुलाना उस पार्टी में गृह प्रवेस में खिलाना कि देखिये हम नया मकान या या नए मोहल्ले में सिफ्ट हुए हैं ।,data_q2_disfluency/clips/239492_seg15.wav
239492,18,253.45,261.13,filler,हां,हां हां आपका आवाज थोड़ा कट कट के आता है हाँ पुराने पड़ोस की,data_q2_disfluency/clips/239492_seg18.wav
